date,total_sales
2026-09-03,1322.6
2026-09-04,1132.07
2026-09-05,955.48
2026-09-06,1457.79
2026-09-07,1401.45
2026-09-08,999.27
2026-09-09,1295.44
2026-09-10,1115.41
2026-09-11,1229.24
2026-09-12,1232.72
2026-09-13,1152.29
2026-09-14,1068.74
2026-09-15,1081.59
2026-09-16,1046.59
2026-09-17,1058.1
2026-09-18,1171.65
2026-09-19,1073.21
2026-09-20,1281.73
2026-09-21,1401.35
2026-09-22,1090.1
2026-09-23,1211.86
2026-09-24,1249.74
2026-09-25,1244.42
2026-09-26,1183.84
2026-09-27,1282.68
2026-09-28,1242.45
2026-09-29,983.29
2026-09-30,1298.14
2026-10-01,1299.68
2026-10-02,1050.92
2026-10-03,1169.92
2026-10-04,1265.55
2026-10-05,1130.47
2026-10-06,1321.63
2026-10-07,1514.08
2026-10-08,1040.41
2026-10-09,949.97
2026-10-10,1201.51
2026-10-11,1262.98
2026-10-12,1118.92
2026-10-13,1370.35
2026-10-14,950.37
2026-10-15,1253.9
2026-10-16,1057.89
2026-10-17,1405.48
2026-10-18,1445.25
2026-10-19,1030.18
2026-10-20,1061.54
2026-10-21,1271.71
2026-10-22,1083.5
2026-10-23,1133.56
2026-10-24,1142.97
2026-10-25,850.01
2026-10-26,1134.68
2026-10-27,1032.09
2026-10-28,1060.38
2026-10-29,1349.69
2026-10-30,943.46
2026-10-31,1252.71
2026-11-01,1087.68
2026-11-02,1086.35
2026-11-03,1245.67
2026-11-04,1176.91
2026-11-05,1210.29
2026-11-06,1268.72
2026-11-07,1072.59
2026-11-08,1029.24
2026-11-09,957.1
2026-11-10,994.85
2026-11-11,1559.82
2026-11-12,1302.96
2026-11-13,912.39
2026-11-14,915.48
2026-11-15,1184.92
2026-11-16,1193.53
2026-11-17,1192.56
2026-11-18,1070.79
2026-11-19,1089.01
2026-11-20,1155.81
2026-11-21,1118.31
2026-11-22,771.33
2026-11-23,1068.56
2026-11-24,974.12
2026-11-25,1126.91
2026-11-26,1547.22
2026-11-27,1153.36
2026-11-28,1050.02
2026-11-29,1234.12
2026-11-30,1167.07
2026-12-01,1156.49
2026-12-02,1183.31
2026-12-03,1399.58
2026-12-04,920.28
2026-12-05,1159.77
2026-12-06,948.58
2026-12-07,1169.69
2026-12-08,947.38
2026-12-09,1021.4
2026-12-10,1038.56
2026-12-11,1228.02
2026-12-12,1218.24
2026-12-13,892.45
2026-12-14,1086.37
2026-12-15,970.53
2026-12-16,887.02
2026-12-17,1042.08
2026-12-18,1027.2
2026-12-19,1436.32
2026-12-20,1136.1
2026-12-21,863.36
2026-12-22,984.13
2026-12-23,1220.91
2026-12-24,1379.82
2026-12-25,827.51
2026-12-26,782.27
2026-12-27,1343.77
2026-12-28,1120.42
2026-12-29,930.6
2026-12-30,1139.91
2026-12-31,663.22
2027-01-01,1057.96
2027-01-02,1105.5
2027-01-03,1193.85
2027-01-04,902.0
2027-01-05,1065.83
2027-01-06,913.05
2027-01-07,1089.06
2027-01-08,915.34
2027-01-09,987.32
2027-01-10,898.06
2027-01-11,1144.01
2027-01-12,1174.01
2027-01-13,1008.96
2027-01-14,1048.8
2027-01-15,824.69
2027-01-16,995.95
2027-01-17,1032.29
2027-01-18,1431.87
2027-01-19,870.88
2027-01-20,1256.24
2027-01-21,1185.07
2027-01-22,1076.58
2027-01-23,1297.22
2027-01-24,1088.19
2027-01-25,1089.7
2027-01-26,1022.32
2027-01-27,1212.78
2027-01-28,1192.68
2027-01-29,933.32
2027-01-30,828.26
2027-01-31,994.67
2027-02-01,904.1
2027-02-02,1013.56
2027-02-03,1207.69
2027-02-04,952.47
2027-02-05,1013.64
2027-02-06,1027.77
2027-02-07,1145.33
2027-02-08,680.04
2027-02-09,925.09
2027-02-10,1046.8
2027-02-11,1194.14
2027-02-12,939.37
2027-02-13,730.71
2027-02-14,1104.19
2027-02-15,914.97
2027-02-16,830.87
2027-02-17,914.72
2027-02-18,979.74
2027-02-19,915.77
2027-02-20,674.71
2027-02-21,1139.18
2027-02-22,1194.93
2027-02-23,1100.5
2027-02-24,831.21
2027-02-25,970.73
2027-02-26,999.07
2027-02-27,1088.97
2027-02-28,1098.51
2027-03-01,887.24
2027-03-02,1008.78
2027-03-03,1064.2
2027-03-04,1213.1
2027-03-05,1099.54
2027-03-06,1111.36
2027-03-07,1004.72
2027-03-08,1202.86
2027-03-09,1051.91
2027-03-10,860.45
2027-03-11,1199.28
2027-03-12,1092.63
2027-03-13,920.67
2027-03-14,914.38
2027-03-15,1029.98
2027-03-16,1054.17
2027-03-17,1013.48
2027-03-18,1029.79
2027-03-19,1237.3
2027-03-20,1142.25
2027-03-21,1009.34
2027-03-22,1121.17
2027-03-23,824.33
2027-03-24,1038.14
2027-03-25,1249.1
2027-03-26,944.25
2027-03-27,849.07
2027-03-28,877.67
2027-03-29,811.31
2027-03-30,856.31
2027-03-31,917.74
2027-04-01,761.77
2027-04-02,974.24
2027-04-03,1106.55
2027-04-04,834.35
2027-04-05,1197.72
2027-04-06,1045.77
2027-04-07,1123.07
2027-04-08,869.14
2027-04-09,1095.34
2027-04-10,802.72
2027-04-11,1099.4
2027-04-12,991.0
2027-04-13,1047.58
2027-04-14,787.63
2027-04-15,829.09
2027-04-16,1052.32
2027-04-17,819.88
2027-04-18,1031.02
2027-04-19,755.87
2027-04-20,1087.59
2027-04-21,774.9
2027-04-22,1042.06
2027-04-23,1052.49
2027-04-24,853.57
2027-04-25,1044.84
2027-04-26,996.06
2027-04-27,875.63
2027-04-28,804.65
2027-04-29,661.02
2027-04-30,1007.34
2027-05-01,719.67
2027-05-02,968.19
2027-05-03,913.87
2027-05-04,1054.78
2027-05-05,907.12
2027-05-06,902.54
2027-05-07,1061.27
2027-05-08,1001.29
2027-05-09,998.0
2027-05-10,1020.53
2027-05-11,719.36
2027-05-12,1062.79
2027-05-13,1040.72
2027-05-14,795.93
2027-05-15,911.41
2027-05-16,941.73
2027-05-17,927.06
2027-05-18,996.93
2027-05-19,1161.18
2027-05-20,1108.37
2027-05-21,748.91
2027-05-22,1038.7
2027-05-23,1144.38
2027-05-24,1002.72
2027-05-25,1108.01
2027-05-26,1245.88
2027-05-27,1097.28
2027-05-28,980.81
2027-05-29,1099.87
2027-05-30,964.55
2027-05-31,946.11
2027-06-01,889.54
2027-06-02,1176.49
2027-06-03,818.95
2027-06-04,1171.31
2027-06-05,1016.19
2027-06-06,731.07
2027-06-07,995.88
2027-06-08,625.5
2027-06-09,1034.11
2027-06-10,1072.86
2027-06-11,851.02
2027-06-12,958.21
2027-06-13,1232.62
2027-06-14,863.45
2027-06-15,780.31
2027-06-16,1161.23
2027-06-17,1233.21
2027-06-18,939.23
2027-06-19,1090.25
2027-06-20,1139.62
2027-06-21,826.9
2027-06-22,865.36
2027-06-23,1122.68
2027-06-24,1190.7
2027-06-25,1022.29
2027-06-26,805.8
2027-06-27,1235.75
2027-06-28,857.97
2027-06-29,887.29
2027-06-30,988.85
2027-07-01,1170.58
2027-07-02,1065.51
2027-07-03,999.62
2027-07-04,1006.86
2027-07-05,943.88
2027-07-06,1021.06
2027-07-07,557.91
2027-07-08,892.86
2027-07-09,973.57
2027-07-10,764.74
2027-07-11,995.37
2027-07-12,906.8
2027-07-13,1200.84
2027-07-14,1173.52
2027-07-15,867.76
2027-07-16,915.08
2027-07-17,926.69
2027-07-18,870.12
2027-07-19,967.22
2027-07-20,824.33
2027-07-21,768.59
2027-07-22,1031.71
2027-07-23,1032.86
2027-07-24,817.92
2027-07-25,1073.01
2027-07-26,844.12
2027-07-27,976.99
2027-07-28,1062.24
2027-07-29,934.32
2027-07-30,1007.75
2027-07-31,862.27
2027-08-01,910.46
2027-08-02,909.26
2027-08-03,828.36
2027-08-04,914.05
2027-08-05,708.51
2027-08-06,867.36
2027-08-07,898.55
2027-08-08,903.11
2027-08-09,905.57
2027-08-10,932.8
2027-08-11,1014.25
2027-08-12,1073.8
2027-08-13,845.45
2027-08-14,762.73
2027-08-15,787.21
2027-08-16,870.75
2027-08-17,891.37
2027-08-18,828.99
2027-08-19,750.41
2027-08-20,876.75
2027-08-21,972.74
2027-08-22,1035.14
2027-08-23,862.64
2027-08-24,884.68
2027-08-25,808.01
2027-08-26,942.69
2027-08-27,820.54
2027-08-28,1034.18
2027-08-29,680.74
2027-08-30,895.1
2027-08-31,994.64
2027-09-01,977.49
2027-09-02,1354.31
2027-09-03,1003.28
2027-09-04,800.66
2027-09-05,937.41
2027-09-06,685.77
2027-09-07,940.6
2027-09-08,828.22
2027-09-09,1090.98
2027-09-10,871.75
2027-09-11,937.17
2027-09-12,859.87
2027-09-13,1216.56
2027-09-14,908.08
2027-09-15,1231.69
2027-09-16,1079.48
2027-09-17,1030.22
2027-09-18,1013.78
2027-09-19,1018.11
2027-09-20,670.47
2027-09-21,918.37
2027-09-22,1087.56
2027-09-23,954.05
2027-09-24,751.21
2027-09-25,954.74
2027-09-26,1218.84
2027-09-27,1150.88
2027-09-28,955.18
2027-09-29,1107.84
2027-09-30,910.79
2027-10-01,710.84
2027-10-02,828.42
2027-10-03,1202.19
2027-10-04,927.33
2027-10-05,932.6
2027-10-06,924.82
2027-10-07,1256.11
2027-10-08,1215.09
2027-10-09,1304.72
2027-10-10,948.76
2027-10-11,1017.68
2027-10-12,746.57
2027-10-13,1196.34
2027-10-14,800.38
2027-10-15,1008.81
2027-10-16,812.45
2027-10-17,889.48
2027-10-18,852.99
2027-10-19,888.17
2027-10-20,899.27
2027-10-21,898.68
2027-10-22,1106.72
2027-10-23,816.79
2027-10-24,1016.4
2027-10-25,1166.83
2027-10-26,907.97
2027-10-27,878.09
2027-10-28,952.03
2027-10-29,1164.41
2027-10-30,1017.41
2027-10-31,909.46
2027-11-01,1062.58
2027-11-02,825.51
2027-11-03,1093.93
2027-11-04,1053.89
2027-11-05,947.31
2027-11-06,868.58
2027-11-07,862.26
2027-11-08,1076.38
2027-11-09,1181.41
2027-11-10,902.37
2027-11-11,1067.64
2027-11-12,686.75
2027-11-13,913.04
2027-11-14,997.0
2027-11-15,866.15
2027-11-16,863.07
2027-11-17,904.32
2027-11-18,1049.27
2027-11-19,978.3
2027-11-20,671.63
2027-11-21,690.23
2027-11-22,918.29
2027-11-23,1078.95
2027-11-24,599.16
2027-11-25,937.31
2027-11-26,934.33
2027-11-27,1222.52
2027-11-28,957.53
2027-11-29,1073.74
2027-11-30,1038.5
2027-12-01,698.75
2027-12-02,1134.59
2027-12-03,1052.7
2027-12-04,1097.67
2027-12-05,1611.41
2027-12-06,710.9
2027-12-07,1283.27
2027-12-08,982.51
2027-12-09,1069.79
2027-12-10,1020.93
2027-12-11,965.19
2027-12-12,944.42
2027-12-13,1080.4
2027-12-14,804.49
2027-12-15,1145.74
2027-12-16,971.81
2027-12-17,865.83
2027-12-18,968.94
2027-12-19,1226.12
2027-12-20,958.36
2027-12-21,1093.54
2027-12-22,931.25
2027-12-23,1155.7
2027-12-24,1145.97
2027-12-25,1321.56
2027-12-26,1019.07
2027-12-27,1146.84
2027-12-28,1062.4
2027-12-29,1243.22
2027-12-30,942.16
2027-12-31,1162.89
2028-01-01,1023.09
2028-01-02,1043.83
2028-01-03,1068.39
2028-01-04,1093.63
2028-01-05,1039.53
2028-01-06,1090.35
2028-01-07,1296.04
2028-01-08,1208.32
2028-01-09,1192.07
2028-01-10,994.55
2028-01-11,930.69
2028-01-12,1208.57
2028-01-13,1197.88
2028-01-14,1288.57
2028-01-15,978.28
2028-01-16,1035.66
2028-01-17,825.38
2028-01-18,1013.64
2028-01-19,1223.22
2028-01-20,1004.98
2028-01-21,1172.25
2028-01-22,1048.83
2028-01-23,1127.24
2028-01-24,907.71
2028-01-25,1093.88
2028-01-26,633.67
2028-01-27,1055.54
2028-01-28,840.25
2028-01-29,1266.96
2028-01-30,1203.92
2028-01-31,1158.56
2028-02-01,1317.96
2028-02-02,948.73
2028-02-03,1354.43
2028-02-04,1233.41
2028-02-05,1059.36
2028-02-06,1266.45
2028-02-07,931.43
2028-02-08,974.96
2028-02-09,1008.62
2028-02-10,1021.83
2028-02-11,943.97
2028-02-12,1287.19
2028-02-13,1066.17
2028-02-14,1159.15
2028-02-15,1022.0
2028-02-16,835.75
2028-02-17,1150.63
2028-02-18,824.57
2028-02-19,1102.4
2028-02-20,908.73
2028-02-21,1413.36
2028-02-22,1253.26
2028-02-23,1133.71
2028-02-24,1308.7
2028-02-25,993.49
2028-02-26,1203.25
2028-02-27,1152.99
2028-02-28,1163.92
2028-02-29,1316.47
2028-03-01,1236.79
2028-03-02,1171.52
2028-03-03,881.28
2028-03-04,986.81
2028-03-05,1113.71
2028-03-06,1147.43
2028-03-07,965.19
2028-03-08,1497.78
2028-03-09,1364.79
2028-03-10,1228.95
2028-03-11,1150.75
2028-03-12,1109.42
2028-03-13,999.77
2028-03-14,1155.48
2028-03-15,1183.83
2028-03-16,960.21
2028-03-17,1197.9
2028-03-18,1125.8
2028-03-19,864.22
2028-03-20,1022.64
2028-03-21,1090.96
2028-03-22,1437.47
2028-03-23,1239.1
2028-03-24,956.6
2028-03-25,1231.14
2028-03-26,927.44
2028-03-27,1323.25
2028-03-28,1091.48
2028-03-29,1149.41
2028-03-30,1363.62
2028-03-31,972.98
2028-04-01,957.79
2028-04-02,1081.12
2028-04-03,1325.72
2028-04-04,943.36
2028-04-05,747.74
2028-04-06,1106.19
2028-04-07,1257.92
2028-04-08,1356.5
2028-04-09,1108.28
2028-04-10,1117.34
2028-04-11,1353.43
2028-04-12,901.17
2028-04-13,1124.65
2028-04-14,1212.78
2028-04-15,1252.89
2028-04-16,1110.32
2028-04-17,1193.25
2028-04-18,816.12
2028-04-19,1091.91
2028-04-20,1259.96
2028-04-21,1045.87
2028-04-22,1203.34
2028-04-23,1262.8
2028-04-24,1145.66
2028-04-25,1223.88
2028-04-26,1055.18
2028-04-27,1169.86
2028-04-28,1293.66
2028-04-29,1226.93
2028-04-30,1116.67
2028-05-01,1239.55
2028-05-02,1314.37
2028-05-03,900.94
2028-05-04,1383.55
2028-05-05,1160.5
2028-05-06,1276.01
2028-05-07,1393.02
2028-05-08,1008.93
2028-05-09,1109.51
2028-05-10,1173.88
2028-05-11,1100.84
2028-05-12,1479.88
2028-05-13,1092.36
2028-05-14,1138.77
2028-05-15,1253.99
2028-05-16,1044.23
2028-05-17,1166.43
2028-05-18,1274.62
2028-05-19,1178.28
2028-05-20,1215.42
2028-05-21,1151.24
2028-05-22,1004.67
2028-05-23,1281.29
2028-05-24,1497.49
2028-05-25,1238.21
2028-05-26,1270.43
2028-05-27,1341.74
2028-05-28,1048.62
2028-05-29,1495.58
2028-05-30,1271.73
2028-05-31,1487.34
2028-06-01,1133.78
2028-06-02,1517.62
2028-06-03,1362.35
2028-06-04,1330.19
2028-06-05,1283.5
2028-06-06,1212.27
2028-06-07,1430.78
2028-06-08,1272.91
2028-06-09,957.94
2028-06-10,1086.56
2028-06-11,1227.4
2028-06-12,1302.91
2028-06-13,1249.05
2028-06-14,1441.51
2028-06-15,967.12
2028-06-16,1282.43
2028-06-17,989.31
2028-06-18,1377.07
2028-06-19,1250.05
2028-06-20,1328.26
2028-06-21,1136.83
2028-06-22,1459.42
2028-06-23,1424.85
2028-06-24,1357.2
2028-06-25,1251.32
2028-06-26,1358.8
2028-06-27,1166.85
2028-06-28,1402.28
2028-06-29,1522.43
2028-06-30,1436.65
2028-07-01,1167.67
2028-07-02,1332.37
2028-07-03,1085.22
2028-07-04,1366.09
2028-07-05,1348.85
2028-07-06,1001.81
2028-07-07,1109.03
2028-07-08,1241.84
2028-07-09,1240.2
2028-07-10,1104.91
2028-07-11,1345.67
2028-07-12,1326.04
2028-07-13,1260.17
2028-07-14,1176.92
2028-07-15,1448.58
2028-07-16,1540.55
2028-07-17,1220.68
2028-07-18,1202.35
2028-07-19,1368.81
2028-07-20,1242.38
2028-07-21,1276.12
2028-07-22,1408.91
2028-07-23,1012.5
2028-07-24,1497.57
2028-07-25,1311.65
2028-07-26,1239.94
2028-07-27,1289.19
2028-07-28,1297.85
2028-07-29,1044.7
2028-07-30,1529.52
2028-07-31,1312.36
2028-08-01,1373.5
2028-08-02,1450.66
2028-08-03,1155.62
2028-08-04,1380.68
2028-08-05,1270.37
2028-08-06,1438.39
2028-08-07,993.13
2028-08-08,1298.19
2028-08-09,1223.47
2028-08-10,1379.56
2028-08-11,1386.05
2028-08-12,1210.21
2028-08-13,1210.34
2028-08-14,1301.37
2028-08-15,1184.27
2028-08-16,1445.85
2028-08-17,1264.95
2028-08-18,885.06
2028-08-19,1265.66
2028-08-20,1166.87
2028-08-21,1078.71
2028-08-22,1138.54
2028-08-23,1341.31
2028-08-24,1524.93
2028-08-25,1373.35
2028-08-26,1236.12
2028-08-27,1396.2
2028-08-28,1259.66
2028-08-29,1225.04
2028-08-30,1156.77
2028-08-31,1067.84
2028-09-01,1272.81
2028-09-02,1355.69
2028-09-03,1318.15
2028-09-04,1270.92
2028-09-05,1192.11
2028-09-06,1425.86
2028-09-07,1137.69
2028-09-08,1452.3
2028-09-09,1186.19
2028-09-10,1224.28
2028-09-11,1117.75
2028-09-12,1263.16
2028-09-13,1485.27
2028-09-14,1416.91
2028-09-15,1486.91
2028-09-16,1419.05
2028-09-17,1175.75
2028-09-18,1292.25
2028-09-19,1225.4
2028-09-20,1542.56
2028-09-21,1164.0
2028-09-22,1478.11
2028-09-23,1478.53
2028-09-24,1619.55
2028-09-25,1284.17
2028-09-26,1452.97
2028-09-27,1688.87
2028-09-28,1254.47
2028-09-29,1117.34
2028-09-30,1066.08
2028-10-01,1455.45
2028-10-02,1066.54
2028-10-03,1293.62
2028-10-04,1415.51
2028-10-05,1378.13
2028-10-06,1414.6
2028-10-07,1384.55
2028-10-08,1543.46
2028-10-09,1209.19
2028-10-10,1250.89
2028-10-11,1236.93
2028-10-12,1477.75
2028-10-13,1488.66
2028-10-14,1421.65
2028-10-15,1531.86
2028-10-16,1177.98
2028-10-17,1605.12
2028-10-18,1583.86
2028-10-19,1466.05
2028-10-20,1623.31
2028-10-21,1107.86
2028-10-22,1278.0
2028-10-23,1246.67
2028-10-24,1465.48
2028-10-25,1200.03
2028-10-26,1471.45
2028-10-27,1563.68
2028-10-28,1462.64
2028-10-29,1401.18
2028-10-30,1210.69
2028-10-31,1232.08
2028-11-01,1546.78
2028-11-02,1476.47
2028-11-03,1353.93
2028-11-04,1297.3
2028-11-05,1056.32
2028-11-06,1199.76
2028-11-07,1647.28
2028-11-08,1168.68
2028-11-09,1389.34
2028-11-10,1512.19
2028-11-11,1172.99
2028-11-12,1389.08
2028-11-13,1502.2
2028-11-14,1363.52
2028-11-15,1792.03
2028-11-16,1111.59
2028-11-17,1520.8
2028-11-18,1336.17
2028-11-19,1477.97
2028-11-20,1428.46
2028-11-21,1252.36
2028-11-22,1396.75
2028-11-23,1083.78
2028-11-24,1453.0
2028-11-25,1407.28
2028-11-26,1458.39
2028-11-27,1521.34
2028-11-28,1417.79
2028-11-29,1384.87
2028-11-30,1230.5
2028-12-01,1255.82
2028-12-02,1540.65
2028-12-03,1578.07
2028-12-04,1326.88
2028-12-05,1369.46
2028-12-06,1226.82
2028-12-07,1538.38
2028-12-08,1462.22
2028-12-09,1653.52
2028-12-10,1230.52
2028-12-11,1305.48
2028-12-12,1396.81
2028-12-13,1458.97
2028-12-14,1329.54
2028-12-15,1230.83
2028-12-16,1493.86
2028-12-17,1469.69
2028-12-18,1223.94
2028-12-19,1564.56
2028-12-20,1536.62
2028-12-21,1381.07
2028-12-22,1372.7
2028-12-23,1443.69
2028-12-24,1231.14
2028-12-25,1364.71
2028-12-26,1037.15
2028-12-27,1491.27
2028-12-28,1125.36
2028-12-29,1584.87
2028-12-30,1309.61
2028-12-31,1327.14
2029-01-01,1264.48
2029-01-02,1315.19
2029-01-03,1570.91
2029-01-04,984.69
2029-01-05,1549.13
2029-01-06,1408.0
2029-01-07,1175.96
2029-01-08,1195.41
2029-01-09,1607.86
2029-01-10,1214.26
2029-01-11,1182.76
2029-01-12,1526.03
2029-01-13,1405.88
2029-01-14,1214.07
2029-01-15,1386.9
2029-01-16,1200.18
2029-01-17,1518.8
2029-01-18,1512.51
2029-01-19,1432.72
2029-01-20,1406.78
2029-01-21,1616.31
2029-01-22,1351.68
2029-01-23,1174.04
2029-01-24,1418.32
2029-01-25,1663.38
2029-01-26,1197.83
2029-01-27,1295.38
2029-01-28,1411.62
2029-01-29,1340.61
2029-01-30,1200.89
2029-01-31,1516.04
2029-02-01,1695.29
2029-02-02,1376.22
2029-02-03,1210.7
2029-02-04,1113.47
2029-02-05,1384.01
2029-02-06,1510.38
2029-02-07,1415.55
2029-02-08,1343.39
2029-02-09,1254.83
2029-02-10,1178.85
2029-02-11,1467.34
2029-02-12,1478.64
2029-02-13,1109.16
2029-02-14,1578.92
2029-02-15,1425.98
2029-02-16,1549.23
2029-02-17,1137.38
2029-02-18,1133.23
2029-02-19,1315.16
2029-02-20,1412.31
2029-02-21,1605.73
2029-02-22,1441.57
2029-02-23,1298.63
2029-02-24,1180.44
2029-02-25,1518.25
2029-02-26,1188.4
2029-02-27,1576.72
2029-02-28,1289.13
2029-03-01,1569.7
2029-03-02,1432.28
2029-03-03,1309.21
2029-03-04,1251.16
2029-03-05,1277.24
2029-03-06,1391.93
2029-03-07,1338.54
2029-03-08,1237.19
2029-03-09,1300.69
2029-03-10,1336.6
2029-03-11,1004.77
2029-03-12,1392.07
2029-03-13,1175.64
2029-03-14,1148.85
2029-03-15,1067.99
2029-03-16,1051.25
2029-03-17,1116.25
2029-03-18,1212.44
2029-03-19,1611.0
2029-03-20,1238.34
2029-03-21,1343.09
2029-03-22,1375.71
2029-03-23,1334.49
2029-03-24,1302.4
2029-03-25,1133.91
2029-03-26,1530.02
2029-03-27,1582.64
2029-03-28,1058.33
2029-03-29,1156.28
2029-03-30,1267.07
2029-03-31,1163.52
2029-04-01,1383.24
2029-04-02,1197.24
2029-04-03,1630.37
2029-04-04,1483.33
2029-04-05,1335.76
2029-04-06,1457.04
2029-04-07,1467.99
2029-04-08,1216.62
2029-04-09,1177.88
2029-04-10,1311.13
2029-04-11,1427.75
2029-04-12,1318.45
2029-04-13,1060.12
2029-04-14,1175.33
2029-04-15,1283.73
2029-04-16,1282.54
2029-04-17,1588.83
2029-04-18,1084.11
2029-04-19,1366.9
2029-04-20,1513.48
2029-04-21,1629.87
2029-04-22,1227.53
2029-04-23,1360.94
2029-04-24,1371.72
2029-04-25,1314.6
2029-04-26,1269.48
2029-04-27,1348.71
2029-04-28,902.49
2029-04-29,1383.65
2029-04-30,1299.27
2029-05-01,1245.97
2029-05-02,1585.36
2029-05-03,1176.08
2029-05-04,1215.84
2029-05-05,1574.02
2029-05-06,1149.45
2029-05-07,1190.72
2029-05-08,1250.15
2029-05-09,1397.28
2029-05-10,1301.3
2029-05-11,1075.19
2029-05-12,1188.22
2029-05-13,1175.89
2029-05-14,1254.35
2029-05-15,1328.75
2029-05-16,1326.55
2029-05-17,996.35
2029-05-18,1421.27
2029-05-19,1298.49
2029-05-20,1467.21
2029-05-21,1325.08
2029-05-22,1422.57
2029-05-23,1326.26
2029-05-24,1457.13
2029-05-25,1332.44
2029-05-26,1238.32
2029-05-27,1592.77
2029-05-28,1384.16
2029-05-29,1335.76
2029-05-30,1057.14
2029-05-31,1054.23
2029-06-01,1290.27
2029-06-02,1267.07
2029-06-03,1152.0
2029-06-04,1264.14
2029-06-05,1480.16
2029-06-06,1345.05
2029-06-07,1068.46
2029-06-08,1221.75
2029-06-09,1116.59
2029-06-10,1178.04
2029-06-11,1173.01
2029-06-12,1162.26
2029-06-13,1044.49
2029-06-14,1212.46
2029-06-15,1146.37
2029-06-16,789.89
2029-06-17,1536.09
2029-06-18,1390.31
2029-06-19,1169.38
2029-06-20,1227.49
2029-06-21,1047.75
2029-06-22,1476.69
2029-06-23,1505.76
2029-06-24,1243.5
2029-06-25,1372.35
2029-06-26,1243.94
2029-06-27,1015.96
2029-06-28,1153.52
2029-06-29,1233.9
2029-06-30,1144.75
2029-07-01,1178.95
2029-07-02,1196.86
2029-07-03,1197.25
2029-07-04,1216.03
2029-07-05,1047.91
2029-07-06,1098.26
2029-07-07,1011.94
2029-07-08,1350.1
2029-07-09,886.39
2029-07-10,1374.08
2029-07-11,1407.8
2029-07-12,1153.32
2029-07-13,806.98
2029-07-14,1142.06
2029-07-15,1185.43
2029-07-16,1042.26
2029-07-17,1115.37
2029-07-18,1420.98
2029-07-19,1289.99
2029-07-20,1050.36
2029-07-21,948.2
2029-07-22,1137.59
2029-07-23,1153.41
2029-07-24,1258.66
2029-07-25,1102.72
2029-07-26,1258.54
2029-07-27,1470.88
2029-07-28,1301.73
2029-07-29,1170.98
2029-07-30,1149.52
2029-07-31,1122.28
2029-08-01,1351.67
2029-08-02,1079.27
2029-08-03,1178.95
2029-08-04,1178.64
2029-08-05,1094.48
2029-08-06,962.68
2029-08-07,1215.79
2029-08-08,1156.98
2029-08-09,1239.96
2029-08-10,1083.68
2029-08-11,1345.64
2029-08-12,1029.8
2029-08-13,1416.92
2029-08-14,896.76
2029-08-15,1222.92
2029-08-16,1227.82
2029-08-17,1035.97
2029-08-18,1217.77
2029-08-19,1344.83
2029-08-20,819.19
2029-08-21,1225.92
2029-08-22,775.33
2029-08-23,1003.27
2029-08-24,1391.3
2029-08-25,1058.47
2029-08-26,968.46
2029-08-27,1113.66
2029-08-28,1452.35
2029-08-29,866.22
2029-08-30,982.09
2029-08-31,1363.22
2029-09-01,1416.08
2029-09-02,1120.73
2029-09-03,949.2
2029-09-04,1448.26
2029-09-05,1371.87
2029-09-06,1233.37
2029-09-07,1008.5
2029-09-08,1121.83
2029-09-09,1103.96
2029-09-10,1176.48
2029-09-11,1343.33
2029-09-12,1256.43
2029-09-13,961.75
2029-09-14,1328.67
2029-09-15,1168.01
2029-09-16,1222.95
2029-09-17,1338.72
2029-09-18,950.85
2029-09-19,1111.06
2029-09-20,1035.57
2029-09-21,878.97
2029-09-22,1165.01
2029-09-23,1488.6
2029-09-24,834.72
2029-09-25,1104.76
2029-09-26,1204.55
2029-09-27,1125.8
2029-09-28,1089.25
2029-09-29,910.21
2029-09-30,1138.9
2029-10-01,989.35
2029-10-02,773.26
2029-10-03,1279.83
2029-10-04,1243.29
2029-10-05,1106.18
2029-10-06,1131.69
2029-10-07,1257.38
2029-10-08,1128.79
2029-10-09,1229.65
2029-10-10,1048.33
2029-10-11,1288.67
2029-10-12,1138.91
2029-10-13,1118.82
2029-10-14,898.13
2029-10-15,1130.61
2029-10-16,961.71
2029-10-17,989.7
2029-10-18,962.07
2029-10-19,923.39
2029-10-20,1400.99
2029-10-21,1280.93
2029-10-22,1368.24
2029-10-23,895.71
2029-10-24,1088.79
2029-10-25,883.05
2029-10-26,971.69
2029-10-27,937.3
2029-10-28,1259.94
2029-10-29,1013.55
2029-10-30,1232.23
2029-10-31,1161.58
2029-11-01,1415.51
2029-11-02,847.05
2029-11-03,1256.85
2029-11-04,1238.94
2029-11-05,919.99
2029-11-06,1216.08
2029-11-07,1114.46
2029-11-08,1028.94
2029-11-09,938.5
2029-11-10,953.27
2029-11-11,1367.65
2029-11-12,1059.32
2029-11-13,1175.59
2029-11-14,938.69
2029-11-15,939.41
2029-11-16,1217.75
2029-11-17,852.09
2029-11-18,991.32
2029-11-19,1057.79
2029-11-20,1068.48
2029-11-21,1024.0
2029-11-22,1109.33
2029-11-23,1152.99
2029-11-24,1158.36
2029-11-25,899.41
2029-11-26,1003.77
2029-11-27,1224.73
2029-11-28,1178.84
2029-11-29,837.85
2029-11-30,1095.64
2029-12-01,745.33
2029-12-02,1048.25
2029-12-03,1325.03
2029-12-04,897.34
2029-12-05,913.54
2029-12-06,1152.47
